Product_Code,Normalized_Code,Source_URL,OEM_No,Vehicle,HS_Code,Weight_kg,Image_URL,Lifecycle_Status,Lifecycle_Note,Replacement_Out,Replacement_In,Changed
HD 621/2,HD6212,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd621/2_mann-filter.html,,,842123,0.751,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2011-12 according to MANN-FILTER source.,,,yes
HD 623,HD623,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd623_mann-filter.html,,,842199,0.467,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2015-05 according to MANN-FILTER source.,,,yes
HD624,HD624,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd624_mann-filter.html,,ATLAS WEYCOR (atlas Weyhausen),84212300,0.37,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD6231,HD6231,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd623/1_mann-filter.html,"39122400, ACV0798550, 00 0141 207 0, 00 0141 207 1, 00 1599 177 0, 0019839011, A665 0542, ACV0769370, V39122400",Claas,84212300,0.26,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD65,HD65,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd65_mann-filter.html,81.47307-0006,MAN,84212300,0.236,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 626,HD626,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd626_mann-filter.html,,,842123,0.753,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-10 according to MANN-FILTER source.,,,yes
HD 626/1,HD6261,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd626/1_mann-filter.html,,,842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD 630,HD630,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd630_mann-filter.html,,,842123,0.8,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD66,HD66,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd66_mann-filter.html,00383279,"HAMM (wirtgen Group), LIEBHERR, LIEBHERR-MOBILKRANE",84212300,0.114,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD651,HD651,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd65/1_mann-filter.html,,,84212300,0.245,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD652,HD652,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd65/2_mann-filter.html,00 217 4940,,84212300,0.23,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD670X,HD670X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd670x_mann-filter.html,"00 0313 731 0, 00 0326 966 0",Claas,84212300,0.474,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 68,HD68,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd68_mann-filter.html,360 0557,,842123,0.73,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-11 according to MANN-FILTER source.,,,yes
HD 69,HD69,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd69_mann-filter.html,"84004451, 3114655, 3114655-8",Volvo,842123,0.374,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-02 according to MANN-FILTER source.,,,yes
HD 67/2,HD672,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd67/2_mann-filter.html,,,842123,0.724,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-01 according to MANN-FILTER source.,,,yes
HD 67,HD67,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd67_mann-filter.html,,,842123,0.18,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-05 according to MANN-FILTER source.,,,yes
HD 69/2,HD692,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd69/2_mann-filter.html,,,842123,0.722,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2011-11 according to MANN-FILTER source.,,,yes
HD 69/1,HD691,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd69/1_mann-filter.html,,,842123,0.722,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2012-05 according to MANN-FILTER source.,,,yes
HD7001X,HD7001X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7001x_mann-filter.html,"00 074 425.60, 536 86 556 80, 3907929M92, 4270654M1, 84575827, 5368 6556 80, 536865-5680",Claas,84212300,0.376,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7002,HD7002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7002_mann-filter.html,"058 875 59, 4700903247, 903247, 500 36 50368, 270900, 332V8853, 500 2948 8, 100 023 1365, 518 009 057, 3665968M1, 5.003.650.369, 510 800 9057","EUROCOMACH, GEHL, JCB (j, C, Bamford), SCHAEFF, WACKER NEUSON WL, WEIDEMANN (wacker Neuson)",84212300,0.488,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD70020,HD70020,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd70020_mann-filter.html,2.4419.795.0,Claas,84212300,0.358,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7003KIT,HD7003KIT,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7003kit_mann-filter.html,"00 0824 836 0, 0824 836 0",Claas,84212300,0.172,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7006,HD7006,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7006_mann-filter.html,"3001500, AN207368, F058437, 10220705, 52744410, 737524","JOHN DEERE, LIEBHERR R, A 900, MANITOU",84212300,0.344,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7004X,HD7004X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7004x_mann-filter.html,"20626500, V20626500","KOMATSU, VALTRA, VALMET (AGCO)",84212300,0.288,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 7003,HD7003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7003_mann-filter.html,"00 0824 836 0, 0824 836 0",Claas,842123,0.191,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Replacement code: HD 7003 KIT. Not in production since 2017-06 according to MANN-FILTER source.,HD 7003 KIT,,yes
HD7005,HD7005,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7005_mann-filter.html,"00 0584 801 0, 32/925858, 332/W3723, 35/925858, 200204","AMMANN, JCB (j, C, Bamford) 8000",84212300,0.302,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7009,HD7009,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7009_mann-filter.html,"12284143, 736 4108","LIEBHERR R, A 900",84212300,0.266,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7007,HD7007,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7007_mann-filter.html,"11096818, VOE11096818",Volvo,84212300,0.456,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7010X,HD7010X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7010x_mann-filter.html,"00 1136 076 1, 00 1143 045 0, 00 1143 045 1, 4601310,, 4305898H1, 4305899M1, 4306399M1, 4306399M2, 4312614M1, 4312614M2",Claas,84212300,0.682,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7011,HD7011,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7011_mann-filter.html,,BENFORD,84212300,0.14,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7012,HD7012,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7012_mann-filter.html,"3970170M1, 7012477","BOBCAT, MASSEY-FERGUSON TRAKTOREN (AGCO)",842123,0.74,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7014,HD7014,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7014_mann-filter.html,062625,MERLO PANORAMIC TURBOFARMER,84212300,0.412,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7013,HD7013,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7013_mann-filter.html,00 0124 798 0,Claas,84212300,0.322,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7015,HD7015,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7015_mann-filter.html,"H 5074180061, 3I-2043, 3I-2087, 333F1645, 58-105601, 581/05609, 581/06301, 848101127, PZF8481-01158","ATLAS WEYCOR (atlas Weyhausen), JCB (j, C, Bamford)",842123,0.64,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7016X,HD7016X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7016x_mann-filter.html,"72488569, 72659255, 0.900.2087.0, F835 100 600 010, F835 100 600 030, F835 100 600 031",Fendt,842123,0.503,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7020,HD7020,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7020_mann-filter.html,"323550650, LA323550650, 1201937H1, 322736650, 3227366500, 749205, LA322736650, 0032273665000",Fendt,84212300,0.372,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7019,HD7019,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7019_mann-filter.html,,45,84212300,0.216,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7022X,HD7022X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7022x_mann-filter.html,BHC5113,"COMBILIFT, DIECI AGRI STAR, NEW HOLLAND, ROPA",84212300,0.508,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,,,,yes
HD7021,HD7021,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7021_mann-filter.html,BHC5171,DIECI AGRI FARMER,84212300,0.498,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7025,HD7025,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7025_mann-filter.html,"20M60-31140, RA021-62150, 049960",KUBOTA,842123,0.21,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7028,HD7028,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7028_mann-filter.html,"2028634, 929/12004, 19 911",MANITOU,842123,0.2,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7023,HD7023,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7023_mann-filter.html,"09.00630.61, 68191-62180, 7211056, 172A59-73700","CASE CONSTRUCTION, KUBOTA, YANMAR",842123,0.399,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7026,HD7026,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7026_mann-filter.html,"331 048 036, A135050, 20N62-42110, 19 910, 197926, 542513, 561999, BG064","MANITOU, ROPA",842123,0.24,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7027,HD7027,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7027_mann-filter.html,,CASE CD65D CX42D CX45D CX50D CX55D,842123,0.52,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7029X,HD7029X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7029x_mann-filter.html,"1813110, 5001790, 4990792, 848100002, 199935, 499535, 927007008, 151 10 16, 161 29 99, 60 72 88",FERRARI-CRANE,842123,0.23,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7031X,HD7031X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7031x_mann-filter.html,1276829,"AMMANN, EUROCOMACH",842123,0.311,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,New,,,yes
HD7030,HD7030,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7030_mann-filter.html,"523-1205, 332/D224, 10026807, 730 0978",,842123,0.44,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7032X,HD7032X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7032x_mann-filter.html,"C036601, 32/910801, 151 20 13, 41030 0039, 109132323","JCB (j, C, Bamford) 800, TEREX",842123,0.315,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,New,,,yes
HD7033,HD7033,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7033_mann-filter.html,"171 3844, 360 7792, 465 3816, 4653916, 02316289, 40300893, 581/00012, 581/06301, 8012138","CATERPILLAR, JCB (j, C, Bamford), PALFINGER",842123,0.6,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7036,HD7036,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7036_mann-filter.html,"475 092, 519011, 581/05702, 248071",HYDREMA,842123,0.44,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7035,HD7035,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7035_mann-filter.html,00 0584 805 0,Iveco,842123,0.42,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7037X,HD7037X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7037x_mann-filter.html,"79072681, BHC3003, 513362",VENIERI,842123,0.289,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,New,,,yes
HD7038,HD7038,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7038_mann-filter.html,"D0950524, 081-1624, 081-2634, 24807, 510617308, 510617314","CATERPILLAR CB, CC, CD",842123,0.36,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7039,HD7039,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7039_mann-filter.html,"5805609, 485858","JCB (j, C, Bamford) 800",842123,0.66,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD7043Z,HD7043Z,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7043z_mann-filter.html,,"CASE CONSTRUCTION, JOHN DEERE, KOBELCO SR-3, NEW HOLLAND CONSTRUCTION E, EC, LE",,,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD716,HD716,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716_mann-filter.html,"498 039 90, 32/925195, 10037620, 2722486, 311165, 510 6528, 510 6608, 510652814, 518250, 28041690, T28040833, T28041690","LIEBHERR HS, MANITOU, TERBERG RT",84212300,0.426,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7040,HD7040,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd7040_mann-filter.html,,KOBELCO,,,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,New,,,yes
HD 713,HD713,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd713_mann-filter.html,,BOMAG,842199,0.206,,discontinued,Not in production since 2014-09 according to MANN-FILTER source.,,,yes
HD 716/3,HD7163,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716/3_mann-filter.html,,,842123,0.74,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-02 according to MANN-FILTER source.,,,yes
HD 716/1,HD7161,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716/1_mann-filter.html,,NORDBERG,842123,0.761,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2012-08 according to MANN-FILTER source.,,,yes
HD717,HD717,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd717_mann-filter.html,"2.4419.770.0/10, 244 197 700/1, 244 197 700/10, 2.4419.770.0/1","DEUTZ-FAHR (same Deutz-Fahr), HUERLIMANN TRAKTOREN XA COM 3 XF, XF COM 3 XS COM 3 XV COM 3",84212980,0.25,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 716/4,HD7164,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716/4_mann-filter.html,,,842123,0.762,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD 716/6,HD7166,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716/6_mann-filter.html,,,842199,0.467,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2014-07 according to MANN-FILTER source.,,,yes
HD 716/5,HD7165,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd716/5_mann-filter.html,,,842123,0.761,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD722,HD722,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd722_mann-filter.html,"192200280705, 72311028, F 916 100 600 010, F916 100 500 010, 32/925801, 6530780 A2, F916100600010",Fendt,84212300,0.495,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 720,HD720,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd720_mann-filter.html,,,842199,0.397,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2016-11 according to MANN-FILTER source.,,,yes
HD725,HD725,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725_mann-filter.html,"10037621, 10037622, 510 6415, 510 6679, 510641514, 510667908, 561 1342, A0005532603, 55225022, B222100000159, 6195687M91, V35361500, 54726740",Volvo,84212300,0.358,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD7221,HD7221,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd722/1_mann-filter.html,"47522804, 00 114 198.10, CL 00 1136 190 0, 0 9001 3620, 0.900.1442.6, 9001 2614, 0.900.1261.4, 1498554, 47108105, 5358500015, 72189360, 84409205, ND065484",Claas,842123,0.5,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 725/1,HD7251,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/1_mann-filter.html,,OFF-HIGHWAY APPLICATIONS,842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2012-07 according to MANN-FILTER source.,,,yes
HD 725/2,HD7252,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/2_mann-filter.html,"56266943, 510 663 414, 510 6634, 510 6648, 510664808, 610 6648, 736 4597, 736459703, 7364597C",Claas,842123,0.451,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,New,,,yes
HD 725/3,HD7253,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/3_mann-filter.html,,,842123,0.606,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2014-01 according to MANN-FILTER source.,,,yes
HD 725/4,HD7254,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/4_mann-filter.html,,,842199,0.397,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2016-11 according to MANN-FILTER source.,,,yes
HD 725/6,HD7256,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/6_mann-filter.html,8580165,,842199,0.468,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2016-05 according to MANN-FILTER source.,,,yes
HD 726,HD726,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd726_mann-filter.html,,,842123,0.754,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2012-02 according to MANN-FILTER source.,,,yes
HD 725/5,HD7255,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd725/5_mann-filter.html,,,842123,0.738,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-10 according to MANN-FILTER source.,,,yes
HD 727,HD727,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd727_mann-filter.html,1-30005419,,842123,0.738,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2012-01 according to MANN-FILTER source.,,,yes
HD 736,HD736,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd736_mann-filter.html,"2.4419.490.0/10, 2.4419.490.0/20, 2.4419.491.0, 442 8585, 2.4419.490.0","DEUTZ-FAHR (same Deutz-Fahr), HUERLIMANN TRAKTOREN XA COM 3, SAME (same Deutz-Fahr)",842199,0.468,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 726/2,HD7262,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd726/2_mann-filter.html,,,842123,0.748,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD730X,HD730X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd730x_mann-filter.html,,Fendt,842123,0.261,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/223.jpg,active,New,,,yes
HD751,HD751,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd751_mann-filter.html,"00 0596 431 0, 00 0683 242 0",Claas,84212300,0.616,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 737/2 X,HD7372X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd737/2x_mann-filter.html,,CASE-IH (cnh Global),842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2013-07 according to MANN-FILTER source.,,,yes
HD 737/1 X,HD7371X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd737/1x_mann-filter.html,,,842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD 737 X,HD737X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd737x_mann-filter.html,,,842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2019-04 according to MANN-FILTER source.,,,yes
HD 76,HD76,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd76_mann-filter.html,"3700504M91, 3771122M92, 3771122M93","CHALLENGER (AGCO) MT, MASSEY-FERGUSON TRAKTOREN (AGCO)",842123,0.27,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2019-08 according to MANN-FILTER source.,,,yes
HD770,HD770,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd770_mann-filter.html,"21967, 221174, 85807055","MANITOU, NEW HOLLAND CONSTRUCTION LM, NEW HOLLAND",84212300,0.275,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD8002,HD8002,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd8002_mann-filter.html,"60 0502 297 5, CT 60 05 022 975","Claas, Renault",842123,0.67,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD 757,HD757,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd757_mann-filter.html,,,842123,0.779,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,discontinued,Not in production since 2010-12 according to MANN-FILTER source.,,,yes
HD8003,HD8003,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd8003_mann-filter.html,"200290660-1, 2906601, ZM2906601",Volvo,84212300,0.632,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD8004X,HD8004X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd8004x_mann-filter.html,"20639600, 31539600, V20639600","VALTRA, VALMET (AGCO)",84212300,0.374,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD8007,HD8007,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd8007_mann-filter.html,"9192450, 10115197","KRONE, LIEBHERR R, A 900",84212300,0.49,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
HD8006X,HD8006X,https://www.mann-filter.com/uk-en/catalogue/search-results/product.html/hd8006x_mann-filter.html,"71128152, 207 679 H 1, 381 257 R 91, 876 949 C 91, 876941-C91, F-87264, F-88379, 5J-8879, 228467, 203136, 77658, 51057255, AE25453, 164471, 511063, 62191600, 6944159, 69503060, 6953060, 6955154, 6955159, 6955169","CASE CONSTRUCTION, CATERPILLAR, KOMATSU, NEW HOLLAND",84212300,0.154,https://www.mann-hummel.com/content/dam/mann-filter/pim-assets/product-shape-image/201.jpg,active,,,,yes
